brand,model,car_name,price,year,hand_num,horse_power,4x4,fuel_type,engine_volume,valid_test,magnesium_wheels,distance_control,economical,adaptive_cruise_control,cruise_control,brand_normalized,brand_group,brand_raw,model_raw
dacia,sandero stepway,Dacia Sandro Stepway,24000.0,2018,2,90.0,0,diesel,1.5,0,0,0,0,0,0,dacia,Budget,Dacia,Sandro Stepway
hyundai,santa fe,Hyundai Santa Fe,8000.0,2015,2,192.0,1,petrol,2.4,0,0,0,0,0,0,hyundai,Budget,Hyundai,Santa Fe
chevrolet,cruze,Chevrolet Cruze,15000.0,2014,3,141.0,0,electric,1.8,0,0,0,0,0,0,chevrolet,Budget,Chevrolet,Cruze
toyota,corolla,Toyota Corolla,7000.0,2004,3,110.0,0,petrol,1.6,1,0,0,0,0,0,toyota,Budget,Toyota,Corolla
volkswagen,kravel,Volkswagen Kravel,120000.0,2017,1,150.0,0,diesel,2.0,0,0,1,1,0,0,volkswagen,Other,Volkswagen,Kravel
kia,sportage,Kia Sportage,86000.0,2018,1,155.0,0,petrol,2.0,0,1,1,0,0,0,kia,Budget,Kia,Sportage
mazda,3,Mazda 3,17500.0,2009,6,150.0,0,petrol,2.0,1,1,0,0,0,0,mazda,Other,Mazda,3
volkswagen,tiguan,Volkswagen Tiguan,37000.0,2012,3,180.0,1,petrol,2.0,1,0,0,0,0,0,volkswagen,Other,Volkswagen,Tiguan
mazda,5,Mazda 5,9999.0,2006,2,145.0,0,petrol,2.0,1,1,0,0,0,0,mazda,Other,Mazda,5
skoda,yeti,Skoda Yeti / Yeti,45000.0,2014,1,105.0,0,petrol,1.2,1,0,0,1,0,0,skoda,Budget,Skoda,Yeti
mazda,cx-5,Mazda CX-5,89000.0,2018,3,165.0,0,petrol,2.0,0,1,1,0,0,0,mazda,Other,Mazda,CX-5
kia,picanto,Kia Picanto,35500.0,2016,2,85.0,0,petrol,1.2,0,1,1,0,0,0,kia,Budget,Kia,Picanto
suzuki,jimny,Suzuki Jimny,5000.0,2021,1,102.0,1,petrol,1.5,0,1,1,0,0,0,suzuki,Budget,Suzuki,Jimny
hyundai,i35,Hyundai i35,38900.0,2014,2,132.0,0,petrol,1.6,1,0,0,0,0,0,hyundai,Budget,Hyundai,i35
nissan,qashqai,Nissan Qashqai,79900.0,2019,1,159.0,0,petrol,1.3,0,1,1,0,0,0,nissan,Budget,Nissan,Qashqai
renault,fluence,Renault Fluence,1000.0,2011,1,110.0,0,petrol,1.6,1,0,0,0,0,0,renault,Budget,Renault,Fluence
tesla,model 3,Tesla Model 3,163900.0,2021,1,498.0,1,electric,,0,0,1,1,0,0,tesla,Luxury,Tesla,Model 3
peugeot,2008,Peugeot 2008,39900.0,2018,2,110.0,0,petrol,1.2,0,0,1,1,0,0,peugeot,Other,Peugeot,2008
ford,f-350,Ford F-350,10000.0,2022,2,475.0,1,diesel,6.7,0,0,0,0,0,0,ford,Other,Ford,F-350
subaru,b3,Subaru B3 hatchback,14500.0,2008,6,107.0,0,petrol,1.5,0,0,0,0,0,0,subaru,Other,Subaru,B3
hyundai,ix35,Hyundai iX35,49000.0,2011,3,163.0,0,petrol,2.0,0,0,0,0,0,0,hyundai,Budget,Hyundai,iX35
audi,q5,Audi Q5,75000.0,2013,3,225.0,1,petrol,2.0,0,0,0,0,0,0,audi,Luxury,Audi,Q5
honda,cr-v,Honda CR-V,66000.0,2016,2,155.0,1,petrol,2.0,0,0,0,0,0,0,honda,Budget,Honda,CR-V
bmw,1 series,BMW 1 Series,18000.0,2008,4,156.0,0,petrol,2.0,0,0,0,0,0,0,bmw,Luxury,BMW,1 Series
skoda,citigo,Skoda Citigo / Citigo,14000.0,2014,3,60.0,0,petrol,1.0,0,0,0,0,0,0,skoda,Budget,Skoda,Citigo
hyundai,sonata hybrid,Hyundai Sonata Hybrid,65000.0,2018,3,154.0,0,hybrid,2.0,0,0,0,0,0,0,hyundai,Budget,Hyundai,Sonata Hybrid
chevrolet,captiva,Chevrolet Captiva,29000.0,2013,2,182.0,0,electric,2.4,0,0,0,0,0,0,chevrolet,Budget,Chevrolet,Captiva
mitsubishi,outlander,Mitsubishi Outlander,82000.0,2016,2,150.0,1,petrol,2.0,0,0,0,0,0,0,mitsubishi,Other,Mitsubishi,Outlander
hyundai,i35,Hyundai i35,27000.0,2011,4,132.0,0,petrol,1.6,0,0,0,0,0,0,hyundai,Budget,Hyundai,i35
toyota,corolla,Toyota Corolla,87000.0,2020,2,132.0,0,petrol,1.6,0,0,0,0,0,0,toyota,Budget,Toyota,Corolla
kia,picanto,Kia Picanto,53000.0,2019,1,84.0,0,petrol,1.2,0,0,0,0,0,0,kia,Budget,Kia,Picanto
hyundai,santa fe,Hyundai Santa Fe,64000.0,2015,2,192.0,1,petrol,2.4,0,0,0,0,0,0,hyundai,Budget,Hyundai,Santa Fe
ford,mustang mach-e,Ford Mustang MACH E,197000.0,2021,1,266.0,1,electric,,0,0,1,0,0,0,ford,Other,Ford,Mustang MACH E
mercedes-benz,gle,Mercedes GLE,132000.0,2016,6,333.0,1,petrol,3.0,0,1,0,0,1,1,mercedes,Luxury,Mercedes,GLE
nissan,qashqai,Nissan Qashqai,5000.0,2020,1,115.0,0,diesel,1.5,0,1,1,0,0,0,nissan,Budget,Nissan,Qashqai
lexus,ct200h,Lexus CT200H,55000.0,2015,1,99.0,0,hybrid,1.8,0,1,0,0,0,0,lexus,Luxury,Lexus,CT200H
chevrolet,spark,Chevrolet Spark,29900.0,2017,2,98.0,0,electric,1.4,1,0,1,0,0,0,chevrolet,Budget,Chevrolet,Spark
bmw,x5,BMW X5,100000.0,2002,10,347.0,1,petrol,4.6,0,1,0,0,0,0,bmw,Luxury,BMW,X5
bmw,x5,BMW X5,214900.0,2017,1,313.0,1,hybrid,2.0,1,0,0,0,0,0,bmw,Luxury,BMW,X5
nissan,cabstar,Nissan Cabstar,53500.0,2017,1,150.0,0,diesel,3.0,1,0,0,0,0,0,nissan,Budget,Nissan,Cabstar
skoda,fabia,Skoda Fabia,45000.0,2016,3,110.0,0,petrol,1.2,1,0,0,0,0,0,skoda,Budget,Skoda,Fabia
toyota,corolla hybrid,Toyota Corolla Hybrid,89900.0,2020,1,98.0,0,petrol,1.8,0,0,1,0,1,1,toyota,Budget,Toyota,Corolla Hybrid
ford,focus,Ford Focus,13500.0,2008,2,100.0,0,petrol,1.6,1,0,0,0,0,0,ford,Other,Ford,Focus
citroën,berlingo,Citroen Berlingo 2nd generation (2008-2019),49999.0,2018,2,100.0,0,diesel,1.6,0,0,1,1,0,0,citroen,Other,Citroen,Berlingo
nissan,micra,Nissan Micra,45000.0,2018,1,80.0,0,petrol,1.2,1,0,0,0,0,0,nissan,Budget,Nissan,Micra
suzuki,grand vitara,Suzuki Grand Vitra,20000.0,2006,3,183.0,1,petrol,2.7,1,1,0,0,0,0,suzuki,Budget,Suzuki,Grand Vitra
peugeot,2008,Peugeot 2008,7000.0,2019,2,110.0,0,petrol,1.2,0,0,1,1,0,0,peugeot,Other,Peugeot,2008
fiat,punto evo,Fiat Punto Evo (Generation III facelift),5000.0,2011,2,78.0,0,electric,1.4,1,0,0,0,0,0,fiat,Budget,Fiat,Punto Evo
lexus,nx,Lexus NX,184900.0,2019,1,155.0,1,hybrid,2.5,0,0,1,0,1,1,lexus,Luxury,Lexus,NX
hyundai,i20,Hyundai i20,85000.0,2022,3,100.0,0,petrol,1.0,0,0,0,0,0,0,hyundai,Budget,Hyundai,i20
fiat,500,Fiat 500,27500.0,2016,2,69.0,0,petrol,1.2,0,0,0,0,0,0,fiat,Budget,Fiat,500
hyundai,i20,Hyundai i20,29500.0,2012,3,100.0,0,petrol,1.4,0,0,0,0,0,0,hyundai,Budget,Hyundai,i20
hyundai,ix35,Hyundai iX35,40000.0,2012,3,163.0,0,petrol,2.0,0,0,0,0,0,0,hyundai,Budget,Hyundai,iX35
saic,mg 350,If. G. / MG 350,18850.0,2015,1,105.0,0,petrol,1.5,0,0,0,0,0,0,saic,Other,SAIC, MG 350
nissan,x-trail,Nissan X-Trail,130000.0,2019,1,150.0,0,diesel,1.7,0,1,1,1,0,0,nissan,Budget,Nissan,X-Trail
audi,q2,Audi Q2,81000.0,2016,3,150.0,0,petrol,1.4,0,0,0,0,0,0,audi,Luxury,Audi,Q2
mazda,3,Mazda 3,115000.0,2021,1,165.0,0,petrol,2.0,0,0,0,0,0,0,mazda,Other,Mazda,3
tesla,model 3,Tesla Model 3,188000.0,2021,2,513.0,1,electric,,0,0,0,0,0,0,tesla,Luxury,Tesla,Model 3
toyota,rav4 hybrid,Toyota RAV4 Hybrid,144100.0,2019,1,178.0,0,hybrid,2.5,0,0,0,0,0,0,toyota,Budget,Toyota,RAV4 Hybrid
toyota,sienna,Toyota Sienna,199000.0,2018,2,296.0,0,petrol,3.5,0,0,0,0,0,0,toyota,Budget,Toyota,Sienna
kia,picanto,Kia Picanto,24000.0,2014,3,69.0,0,petrol,1.0,0,0,0,0,0,0,kia,Budget,Kia,Picanto
seat,ibiza,seat Ibiza,74000.0,2019,1,115.0,0,petrol,1.0,0,0,0,0,0,0,seat,Budget,Seat,Ibiza
toyota,land cruiser,Toyota Land Cruiser short,160000.0,2016,4,177.0,1,diesel,2.8,0,0,0,0,0,0,toyota,Budget,Toyota,Land Cruiser
chevrolet,orlando,Chevrolet Orlando,30000.0,2016,1,140.0,0,electric,1.4,0,0,0,0,0,0,chevrolet,Budget,Chevrolet,Orlando
renault,megane estate/ grand tour,Renault Megane Estate/ Grand Tour,25500.0,2015,2,110.0,0,diesel,1.5,0,0,0,0,0,0,renault,Budget,Renault,Megane Estate/ Grand Tour
mitsubishi,space star,Mitsubishi Space Star,2400.0,2022,1,71.0,0,petrol,1.2,0,0,0,0,0,0,mitsubishi,Other,Mitsubishi,Space Star
hyundai,i25,Hyundai i25,42000.0,2017,3,100.0,0,petrol,1.4,0,0,0,0,0,0,hyundai,Budget,Hyundai,i25
mazda,3,Mazda 3,20000.0,2011,2,105.0,0,petrol,1.6,0,0,0,0,0,0,mazda,Other,Mazda,3
skoda,octavia,Skoda Octavia,112000.0,2021,1,110.0,0,petrol,1.0,1,0,0,0,0,0,skoda,Budget,Skoda,Octavia
toyota,verso,Toyota Spice Verso,3100.0,2012,2,99.0,0,petrol,1.3,1,0,0,1,0,0,toyota,Budget,Toyota,Verso
audi,a1,Audi A1,75000.0,2018,2,95.0,0,petrol,1.0,0,1,1,0,0,0,audi,Luxury,Audi,A1
mitsubishi,attrage,Mitsubishi Atrage,16000.0,2014,5,80.0,0,petrol,1.2,1,1,0,0,0,0,mitsubishi,Other,Mitsubishi,Atrage
volvo,xc60,Volvo XC60,160000.0,2019,1,390.0,1,hybrid,2.0,0,1,0,0,1,1,volvo,Other,Volvo,XC60
toyota,yaris hybrid,Toyota Yaris Hybrid,57000.0,2016,2,73.0,0,hybrid,1.5,0,1,0,0,0,0,toyota,Budget,Toyota,Yaris Hybrid
toyota,corolla hybrid,Toyota Corolla Hybrid,109900.0,2020,1,98.0,0,hybrid,1.8,0,0,0,1,0,0,toyota,Budget,Toyota,Corolla Hybrid
peugeot,3008,Peugeot 3008,155000.0,2023,1,130.0,0,diesel,1.5,0,1,1,0,0,0,peugeot,Other,Peugeot,3008
dodge,ram,Dodge Ram short,155000.0,2021,1,370.0,1,diesel,6.7,1,0,0,0,0,0,dodge,Other,Dodge,Ram
skoda,scala,Skoda Scala,53999.0,2020,1,115.0,0,petrol,1.0,1,0,0,0,0,0,skoda,Budget,Skoda,Scala
hyundai,tucson,Hyundai Tucson,61900.0,2016,2,132.0,0,petrol,1.6,1,1,0,0,0,0,hyundai,Budget,Hyundai,Tucson
seat,ibiza,seat Ibiza,5000.0,2023,0,150.0,0,petrol,1.5,0,0,1,0,1,1,seat,Budget,Seat,Ibiza
nissan,qashqai,Nissan Qashqai,24000.0,2009,4,140.0,0,petrol,2.0,0,1,0,0,0,0,nissan,Budget,Nissan,Qashqai
dacia,sandero,Dacia Sandro,26900.0,2017,2,90.0,0,petrol,0.9,0,0,1,1,0,0,dacia,Budget,Dacia,Sandro
kia,carnival,Kia Carnival,105000.0,2017,2,276.0,0,petrol,3.3,0,1,1,0,0,0,kia,Budget,Kia,Carnival
mitsubishi,eclipse cross,Mitsubishi Eclipse Cross,107900.0,2022,1,152.0,0,petrol,1.5,0,1,1,0,0,0,mitsubishi,Other,Mitsubishi,Eclipse Cross
toyota,corolla hybrid,Toyota Corolla Hybrid,97000.0,2021,1,98.0,0,hybrid,1.8,0,0,0,0,1,1,toyota,Budget,Toyota,Corolla Hybrid
bmw,3 series,BMW 3 Series,95000.0,2016,3,184.0,0,petrol,2.0,0,1,1,0,0,0,bmw,Luxury,BMW,3 Series
toyota,aygo,Toyota Aygo (AYGO),17900.0,2013,4,69.0,0,petrol,1.0,1,0,0,1,0,0,toyota,Budget,Toyota,Aygo
opel,astra,Opel Astra,22000.0,2013,2,140.0,0,petrol,1.4,0,0,0,0,0,0,opel,Other,Opel,Astra
mazda,3,Mazda 3,8500.0,2005,4,105.0,0,petrol,1.6,0,0,0,0,0,0,mazda,Other,Mazda,3
mitsubishi,outlander,Mitsubishi Outlander,9000.0,2017,2,150.0,0,petrol,2.0,0,0,0,0,0,0,mitsubishi,Other,Mitsubishi,Outlander
renault,kangoo,The new Renault Kangoo,24000.0,2017,1,90.0,0,diesel,1.5,0,0,0,0,0,0,renault,Budget,Renault,Kangoo
skoda,rapid,Skoda Rapid,26000.0,2015,3,90.0,0,petrol,1.2,0,0,0,0,0,0,skoda,Budget,Skoda,Rapid
subaru,forester,Subaru Forester,84000.0,2016,2,150.0,1,petrol,2.0,0,0,0,0,0,0,subaru,Other,Subaru,Forester
hyundai,ioniq,Hyundai Ioniq,87000.0,2019,2,141.0,0,hybrid,1.6,0,0,0,0,0,0,hyundai,Budget,Hyundai,Ioniq
lancia,epsilon,Lancia Epsilon,1500.0,2014,2,69.0,0,petrol,1.2,0,0,0,0,0,0,lancia,Other,Lancia,Epsilon
honda,jazz,Honda Jazz,19000.0,2011,1,99.0,0,petrol,1.3,1,0,0,0,0,0,honda,Budget,Honda,Jazz
renault,megane grand coupe,Renault Megane Grand Coupe,86500.0,2021,1,116.0,0,diesel,1.5,0,1,0,1,0,0,renault,Budget,Renault,Megane Grand Coupe
renault,clio,Renault Clio 4th generation (2013-2019),34000.0,2017,2,118.0,0,petrol,1.2,1,1,0,0,0,0,renault,Budget,Renault,Clio
chevrolet,malibu,Chevrolet Malibu,14900.0,2011,3,169.0,0,electric,2.4,1,0,0,0,0,0,chevrolet,Budget,Chevrolet,Malibu
renault,master,Renault Master short/medium,40000.0,2018,1,150.0,0,diesel,3.5,1,0,0,0,0,0,renault,Budget,Renault,Master
skoda,octavia,Skoda Octavia,89000.0,2021,4,110.0,0,petrol,1.0,1,0,0,0,0,0,skoda,Budget,Skoda,Octavia
toyota,corolla,Toyota Corolla,74900.0,2017,2,132.0,0,petrol,1.6,0,1,1,0,0,0,toyota,Budget,Toyota,Corolla
jeep,renegade,Jeep / Jeep Renegade,193000.0,2023,0,180.0,1,hybrid,1.3,0,0,1,0,0,0,jeep,Other,Jeep,Jeep Renegade
bmw,3 series,BMW 3 Series,49999.0,2015,5,136.0,0,petrol,1.6,0,0,0,0,0,0,bmw,Luxury,BMW,3 Series
chevrolet,orlando,Chevrolet Orlando,28000.0,2017,2,140.0,0,electric,1.4,0,1,1,0,0,0,chevrolet,Budget,Chevrolet,Orlando
mazda,3,Mazda 3,6900.0,2020,3,165.0,0,petrol,2.0,0,0,1,0,1,1,mazda,Other,Mazda,3
honda,accord,Honda Accord,49900.0,2015,3,156.0,0,petrol,2.0,0,1,0,0,0,0,honda,Budget,Honda,Accord
kia,picanto,Kia Picanto,39900.0,2017,2,67.0,0,petrol,1.0,0,0,1,1,0,0,kia,Budget,Kia,Picanto
chevrolet,cruze,Chevrolet Cruze,14500.0,2015,2,140.0,0,electric,1.4,1,0,1,0,0,0,chevrolet,Budget,Chevrolet,Cruze
kia,sportage,Kia Sportage,42900.0,2012,3,163.0,1,petrol,2.0,1,1,0,0,0,0,kia,Budget,Kia,Sportage
renault,megane estate/ grand tour,Renault Megane Estate/ Grand Tour,20000.0,2016,2,110.0,0,diesel,1.5,0,1,0,1,0,0,renault,Budget,Renault,Megane Estate/ Grand Tour
mitsubishi,asx,Mitsubishi ASX,110000.0,2022,1,150.0,0,petrol,2.0,0,1,1,0,0,0,mitsubishi,Other,Mitsubishi,ASX
skoda,scala,Skoda Scala,69900.0,2020,2,115.0,0,petrol,1.0,1,0,0,0,0,0,skoda,Budget,Skoda,Scala
isuzu,d-max,Isuzu 2X4 D-MAX,68900.0,2016,1,163.0,0,diesel,2.5,1,0,1,0,0,0,isuzu,Other,Isuzu,D-MAX
toyota,corolla,Toyota Corolla TS Station,79999.0,2021,1,98.0,0,petrol,1.8,0,1,1,0,0,0,toyota,Budget,Toyota,Corolla
renault,fluence,Renault Fluence,16950.0,2014,3,110.0,0,diesel,1.5,0,0,0,0,0,0,renault,Budget,Renault,Fluence
kia,niro hybrid,Kia Niro Hybrid,97000.0,2019,1,141.0,0,hybrid,1.6,0,0,0,0,0,0,kia,Budget,Kia,Niro Hybrid
volvo,xc90,Volvo XC90,47575.0,2011,3,238.0,1,petrol,3.2,0,0,0,0,0,0,volvo,Other,Volvo,XC90
hyundai,tucson,Hyundai Tucson,62000.0,2016,3,132.0,0,petrol,1.6,0,0,0,0,0,0,hyundai,Budget,Hyundai,Tucson
bmw,z4,BMW Z4,125000.0,2009,6,258.0,0,petrol,3.0,0,0,0,0,0,0,bmw,Luxury,BMW,Z4
opel,astra,Opel Astra,17000.0,2014,3,140.0,0,petrol,1.4,0,0,0,0,0,0,opel,Other,Opel,Astra
kia,sportage,Kia Sportage,62000.0,2016,1,155.0,0,petrol,2.0,0,0,0,0,0,0,kia,Budget,Kia,Sportage
citroen,c4,Citroen C4,6500.0,2008,4,110.0,0,petrol,1.6,0,0,0,0,0,0,citroen,Other,Citroen,C4
seat,leon,Seat Leon,70000.0,2013,4,180.0,0,petrol,1.8,0,0,0,0,0,0,seat,Budget,Seat,Leon
nissan,x-trail,Nissan X-Trail,115000.0,2018,1,177.0,1,diesel,2.0,0,0,0,0,0,0,nissan,Budget,Nissan,X-Trail
toyota,corolla,Toyota Corolla,20000.0,2007,4,110.0,0,petrol,1.6,0,0,0,0,0,0,toyota,Budget,Toyota,Corolla
subaru,crosstrek,Subaru XV,51000.0,2014,2,150.0,1,petrol,2.0,0,0,0,0,0,0,subaru,Other,Subaru,XV
hyundai,i35,Hyundai i35,46500.0,2015,3,132.0,0,petrol,1.6,0,0,0,0,0,0,hyundai,Budget,Hyundai,i35
lexus,is300h,Lexus IS300h,66000.0,2015,2,181.0,0,hybrid,2.5,0,0,0,0,0,0,lexus,Luxury,Lexus,IS300h
hyundai,i25,Hyundai i25,47000.0,2018,2,100.0,0,petrol,1.4,0,0,0,0,0,0,hyundai,Budget,Hyundai,i25
peugeot,3008,Peugeot 3008,77000.0,2019,2,130.0,0,diesel,1.5,0,0,0,0,0,0,peugeot,Other,Peugeot,3008
hyundai,ioniq,Hyundai Ioniq,105000.0,2021,4,141.0,0,hybrid,1.6,0,0,0,0,0,0,hyundai,Budget,Hyundai,Ioniq
volvo,xc40,Volvo XC40,154000.0,2021,1,163.0,0,petrol,1.5,0,0,0,0,0,0,volvo,Other,Volvo,XC40
fiat,punto evo,Fiat Punto Evo (Generation III facelift),15000.0,2014,2,78.0,0,electric,1.4,0,0,0,0,0,0,fiat,Budget,Fiat,Punto Evo
hyundai,i10,Hyundai i10,19900.0,2015,2,66.0,0,petrol,1.0,1,0,0,1,0,0,hyundai,Budget,Hyundai,i10
seat,leon,Seat Leon,49900.0,2014,5,122.0,0,petrol,1.4,0,1,0,1,0,0,seat,Budget,Seat,Leon
hyundai,i10,Hyundai i10,29900.0,2015,2,66.0,0,petrol,1.0,1,0,0,0,0,0,hyundai,Budget,Hyundai,i10
mini,cooper cabriolet,Mini Cooper Cabriolet,179900.0,2019,2,192.0,0,petrol,2.0,0,1,1,0,0,0,mini,Other,MINI,Cooper Cabriolet
mitsubishi,pajero,Mitsubishi Pajero long,75000.0,2009,5,170.0,1,diesel,3.2,1,1,0,0,0,0,mitsubishi,Other,Mitsubishi,Pajero
bmw,1 series,BMW 1 Series,74000.0,2016,2,218.0,0,petrol,2.0,0,1,0,1,0,0,bmw,Luxury,BMW,1 Series
volkswagen,id.4,Volkswagen ID4,215000.0,2024,1,204.0,0,electric,,0,1,1,0,0,0,volkswagen,Other,Volkswagen,ID4
bmw,x5,BMW X5,118000.0,2015,3,218.0,0,diesel,2.0,0,1,0,1,0,0,bmw,Luxury,BMW,X5
skoda,octavia,Skoda Octavia,45000.0,2017,2,115.0,0,petrol,1.0,0,0,1,1,0,0,skoda,Budget,Skoda,Octavia
hyundai,i25,Hyundai i25,28800.0,2014,2,100.0,0,petrol,1.4,1,0,0,0,0,0,hyundai,Budget,Hyundai,i25
hyundai,i10,Hyundai i10,24500.0,2015,2,66.0,0,petrol,1.0,1,0,0,1,0,0,hyundai,Budget,Hyundai,i10
skoda,superb,Skoda Superb (until 2019),3000.0,2016,2,180.0,0,petrol,1.8,0,1,1,0,0,0,skoda,Budget,Skoda,Superb
jeep,wrangler,Jeep / Jeep Wrangler short,198000.0,2020,0,285.0,1,petrol,3.6,1,0,1,0,0,0,jeep,Other,Jeep,Jeep Wrangler
honda,hr-v,Honda HR-V,72000.0,2019,1,131.0,0,petrol,1.5,0,1,1,0,0,0,honda,Budget,Honda,HR-V
skoda,fabia,Skoda Fabia,13900.0,2008,2,105.0,0,petrol,1.6,1,1,0,0,0,0,skoda,Budget,Skoda,Fabia
skoda,citigo,Skoda Citigo / Citigo,14500.0,2014,3,60.0,0,petrol,1.0,0,0,0,0,0,0,skoda,Budget,Skoda,Citigo
bmw,1 series,BMW 1 Series,96500.0,2016,2,218.0,0,petrol,2.0,0,0,0,0,0,0,bmw,Luxury,BMW,1 Series
seat,altea xl,Seat Althea XL,18000.0,2012,3,160.0,0,petrol,1.8,0,0,0,0,0,0,seat,Budget,Seat,Altea XL
geely,geometry c,Geely - Geely Geometry C,136000.0,2023,1,204.0,0,electric,,0,0,0,0,0,0,geely,Other,Geely,Geely Geometry C
toyota,corolla hybrid,Toyota Corolla Hybrid,123000.0,2021,1,98.0,0,petrol,1.8,0,0,0,0,0,0,toyota,Budget,Toyota,Corolla Hybrid
chevrolet,cruze,Chevrolet Cruze,12800.0,2014,3,117.0,0,electric,1.6,0,0,0,0,0,0,chevrolet,Budget,Chevrolet,Cruze
fiat,500,Fiat 500,18000.0,2014,3,69.0,0,petrol,1.2,0,0,0,0,0,0,fiat,Budget,Fiat,500
bmw,1 series,BMW 1 Series,22000.0,2008,4,156.0,0,petrol,2.0,1,1,0,0,0,0,bmw,Luxury,BMW,1 Series
lexus,is300h,Lexus IS300h,69900.0,2015,2,181.0,0,hybrid,2.5,0,1,0,0,0,0,lexus,Luxury,Lexus,IS300h
toyota,corolla hybrid,Toyota Corolla Hybrid,99000.0,2021,1,98.0,0,petrol,1.8,0,0,1,0,1,1,toyota,Budget,Toyota,Corolla Hybrid
hyundai,ix35,Hyundai iX35,48000.0,2015,2,154.0,0,petrol,2.0,0,0,0,0,0,0,hyundai,Budget,Hyundai,iX35
hyundai,i35,Hyundai i35,32900.0,2012,2,132.0,0,petrol,1.6,0,0,0,0,0,0,hyundai,Budget,Hyundai,i35
hyundai,i20,Hyundai i20,47900.0,2015,2,100.0,0,petrol,1.4,1,0,1,0,0,0,hyundai,Budget,Hyundai,i20
toyota,corolla,Toyota Corolla,15000.0,2008,3,124.0,0,petrol,1.6,1,0,0,0,0,0,toyota,Budget,Toyota,Corolla
dacia,duster,Dacia Duster,46000.0,2015,3,109.0,1,diesel,1.5,0,1,0,1,0,0,dacia,Budget,Dacia,Duster
nissan,qashqai,Nissan Qashqai,57900.0,2017,2,130.0,0,diesel,1.6,0,0,1,0,0,0,nissan,Budget,Nissan,Qashqai
toyota,corolla,Toyota Corolla,38994.0,2014,5,132.0,0,petrol,1.6,1,0,0,1,0,0,toyota,Budget,Toyota,Corolla
chevrolet,traverse,Chevrolet Traverse,9000.0,2010,2,281.0,0,electric,3.6,1,1,0,0,0,0,chevrolet,Budget,Chevrolet,Traverse
volvo,xc40,Volvo XC40,199000.0,2021,1,407.0,1,electric,,0,1,0,0,0,0,volvo,Other,Volvo,XC40
skoda,octavia,Skoda Octavia,65000.0,2017,2,180.0,0,petrol,1.8,0,0,0,0,0,0,skoda,Budget,Skoda,Octavia
mitsubishi,lancer,Mitsubishi Lancer the new generation,20000.0,2010,3,109.0,0,petrol,1.5,0,0,0,0,0,0,mitsubishi,Other,Mitsubishi,Lancer
suzuki,swift,Suzuki Swift,17500.0,2011,4,101.0,0,petrol,1.5,0,0,0,0,0,0,suzuki,Budget,Suzuki,Swift
opel,astra,Opel Astra,16000.0,2013,4,180.0,0,petrol,1.6,0,0,0,0,0,0,opel,Other,Opel,Astra
toyota,rav4 hybrid,Toyota RAV4 Hybrid,110000.0,2018,1,155.0,0,hybrid,2.5,0,0,0,0,0,0,toyota,Budget,Toyota,RAV4 Hybrid
